global_signal	global_signal_derivative1	global_signal_derivative1_power2	global_signal_power2	csf	csf_derivative1	csf_derivative1_power2	csf_power2	white_matter	white_matter_derivative1	white_matter_power2	white_matter_derivative1_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	a_comp_cor_20	a_comp_cor_21	a_comp_cor_22	a_comp_cor_23	trans_x	trans_x_derivative1	trans_x_derivative1_power2	trans_x_power2	trans_y	trans_y_derivative1	trans_y_power2	trans_y_derivative1_power2	trans_z	trans_z_derivative1	trans_z_power2	trans_z_derivative1_power2	rot_x	rot_x_derivative1	rot_x_derivative1_power2	rot_x_power2	rot_y	rot_y_derivative1	rot_y_power2	rot_y_derivative1_power2	rot_z	rot_z_derivative1	rot_z_power2	rot_z_derivative1_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05
8839.79804941128	n/a	n/a	78142029.55437547	10658.585188704035	n/a	n/a	113605438.22486104	6797.418985847186	n/a	46204904.86915579	n/a	6826.385747566838	12862.477650809857	n/a	n/a	n/a	n/a	-0.09643684150000001	-0.0103479659	-0.7789733165999999	0.0778558196	-0.1483703119	0.2536525906	-0.08595535609999999	0.0516534245	-0.1259439135	0.012411091499999999	-0.0312324902	0.17822040120000002	-0.1564589097	0.348057292	-0.1807837406	0.1431373325	-0.0715571496	0.0193831059	0.19026820190000002	-0.0437546959	0.0319375482	-0.5051406168	0.46944469479999995	-0.0606332012	0.1318056434	-0.0191258942	0.00657842	n/a	n/a	4.32756096964e-05	0.353258	n/a	0.124791214564	n/a	0.000473795	n/a	2.24481702025e-07	n/a	-0.00121381	n/a	n/a	1.4733347161000004e-06	-0.00103733	n/a	1.0760535289e-06	n/a	0.000296752	n/a	8.806174950400002e-08	n/a	0.0	0.0	0.0	0.0	0.0	0.0
8812.557404698104	-27.24064471317615	742.0527243894919	77661168.01109938	10368.75720196077	-289.82798674326483	84000.26189965407	107511125.91321334	6811.096089164327	13.677103317140789	46391029.9358296	187.0631551477436	6835.131885249703	12977.957053747781	0.8221089999999999	42.74435	0.09591992499999998	0.0514498	-0.119347198	-0.0052985237	-0.3818270732	-0.0068307887	-0.1711388881	-0.0019158089999999999	-0.0715105642	0.0716504031	-0.1973761973	-0.14880503009999999	0.0059758536999999995	0.3310729632	-0.0641969989	0.3164847967	-0.0082769109	-0.0027958105	-0.0645022345	0.0486623874	0.23535083489999997	-0.1684797447	-0.0093344853	-0.38947980990000003	0.1100190942	0.0064654515	-0.0618857295	0.0249764588	0.00372409	-0.0028543299999999995	8.147199748899997e-06	1.3868846328100004e-05	0.395692	0.04243399999999997	0.156572158864	0.0018006443559999976	-0.0125903	-0.013064095	0.00015851565408999996	0.000170670578169025	-0.0008060139999999998	0.0004077960000000003	1.6629757761600024e-07	6.496585681959997e-07	-0.0007528469999999997	0.0002844830000000002	5.667786054089996e-07	8.093057728900012e-08	0.000237681	-5.9071000000000024e-05	5.649225776099999e-08	3.489383041000004e-09	0.0	0.0	0.0	0.0	0.0	0.0
8750.326769798725	-62.23063489937886	3872.6519199797895	76568218.57825619	10212.650158627534	-156.10704333323704	24369.40897824514	104298223.26251498	6824.632908072535	13.53681890820826	46575614.32994659	183.24546615362468	6847.0578891844	12881.326669324855	0.853058	44.353527	0.05527744000000001	0.028351	-0.1001095265	-0.07636362099999999	-0.18075092129999998	0.0513539039	-0.14251398369999999	-0.0733403627	-0.0831458227	0.0369631402	-0.2288856887	-0.3200578428	0.0689126598	0.24663175690000005	0.1759504637	0.0822429681	0.15680517060000002	-0.4964957122	-0.0751652183	0.0145322027	0.2461583914	-0.31698802579999996	-0.081001158	-0.1553177548	-0.1592477162	0.16820072719999998	-0.2156287404	0.38633953740000004	0.00403353	0.00030943999999999937	9.575311359999961e-08	1.6269364260899994e-05	0.374171	-0.02152099999999996	0.14000393724100002	0.000463153440999998	-0.0252909	-0.012700600000000005	0.0006396296228099999	0.00016130524036000007	-0.000985383	-0.00017936900000000032	3.2173238161000114e-08	9.709796566889999e-07	-0.000939021	-0.00018617400000000032	8.817604384410002e-07	3.466075827600012e-08	0.000287066	4.9385000000000016e-05	8.240688835599999e-08	2.4388782250000017e-09	0.0	0.0	0.0	0.0	0.0	0.0
8654.127466508471	-96.19930329025374	9254.305953530225	74893922.20657633	10092.821353700116	-119.82880492741786	14358.94249033317	101865042.87770504	6812.072383205827	-12.560524866708874	46404330.15403551	157.766784927212	6831.852967289765	12574.552016588315	0.918523	47.757248	0.03324346000000001	0.0185928	-0.04440757730000002	-0.103425351	-0.0232562619	0.0527480276	-0.1327372932	-0.2431893704	-0.1240035775	0.0506870927	-0.2145253471	-0.2668500841	0.0174344792	0.0213124115	0.2888875323	0.0384770746	-0.0564349004	0.21792964850000002	-0.12448445400000001	0.0383155781	0.2233083427	-0.2400768039	-0.0212158167	0.0634438401	-0.1012146468	0.2621051561	0.0274268741	-0.1010512191	0.00527321	0.0012396800000000008	1.536806502400002e-06	2.7806743704100007e-05	0.383536	0.009364999999999957	0.147099863296	8.770322499999919e-05	-0.00991397	0.015376930000000004	9.82868011609e-05	0.0002364499762249001	-0.000956688	2.8695000000000026e-05	8.234030250000012e-10	9.15251929344e-07	-0.000870133	6.888800000000002e-05	7.57131437689e-07	4.7455565440000024e-09	0.00033472	4.7653999999999995e-05	1.120374784e-07	2.2709037160000003e-09	0.0	0.0	0.0	0.0	0.0	0.0
8608.879844022711	-45.247622485760076	2047.3473406138608	74112812.1688205	10052.0895049794	-40.73184872071579	1659.0835002072765	101044503.416117	6796.391660242934	-15.680722962892105	46190939.59941971	245.88507263897174	6816.839852645005	11839.942723974387	0.936244	48.678638	0.05499904000000001	0.029955400000000007	0.1078115749	-0.10341923019999999	0.0442888121	-0.044916947	-0.22763581260000001	-0.2912658581	-0.1232252468	0.09177276109999999	-0.2537761377	-0.12510772109999999	-0.0063729956	-0.0972442572	0.0706960148	-0.0463673811	-0.0262354994	0.0492218225	-0.1180327817	0.06914160700000001	0.256807467	-0.09589322289999999	-0.0095235876	0.1489916375	-0.055712134	0.0691578066	0.0561254752	-0.0917766958	0.00518069	-9.252000000000044e-05	8.559950400000084e-09	2.68395488761e-05	0.401829	0.018293000000000004	0.161466545241	0.00033463384900000016	0.01106	0.02097397	0.00012232359999999996	0.0004399074175608999	-0.0007599519999999999	0.0001967360000000001	3.8705053696000026e-08	5.775270423039999e-07	-0.0008564249999999999	1.3708000000000188e-05	7.334637806249997e-07	1.8790926400000518e-10	0.000232373	-0.000102347	5.3997211128999996e-08	1.0474908409e-08	0.0	0.0	0.0	0.0	0.0	0.0
8606.998755678816	-1.8810883438945891	3.5384933575360886	74080427.5802567	10036.906569087325	-15.182935892074964	230.52154230285825	100739493.4765883	6782.587902324172	-13.80375791876213	46003498.65275422	190.54373267978823	6802.711111819403	11692.528876521	0.731101	38.012531	0.05020965999999998	0.0283644	0.1443037358	-0.0863948128	0.0674974189	0.0216472427	-0.23706928440000002	-0.283287103	-0.13648647460000002	0.0633851286	-0.2904496294	0.022804006	0.0403903552	0.0081206405	0.08594195060000001	-0.1769091103	0.052589484000000006	0.2977673802	-0.1350608165	0.043873439900000005	0.2792019048	0.051422243099999994	-0.0419806835	0.1111924656	-0.20568045699999998	0.0491546742	-0.0071163327	-0.2977352744	0.00586775	0.0006870599999999998	4.720514435999997e-07	3.4430490062499994e-05	0.38734	-0.014488999999999976	0.1500322756	0.00020993112099999925	0.0220845	0.0110245	0.00048772514025	0.00012153960025000004	-0.000326498	0.000433454	1.8788237011599995e-07	1.0660094400399999e-07	-0.000856262	1.6299999999985594e-07	7.33184612644e-07	2.6568999999953048e-14	0.000278938	4.656500000000001e-05	7.780640784400001e-08	2.168299225000001e-09	0.0	0.0	0.0	0.0	0.0	0.0
8598.182567278349	-8.816188400467581	77.72517791253912	73928743.46024929	10019.39071631837	-17.515852768954574	306.8050982236936	100388190.32624675	6774.6450923075745	-7.942810016597832	45895816.1267271	63.088230959766854	6794.5497108331165	11680.883474274273	0.687762	35.759163	0.021428599999999968	0.0130089	0.1429894052	-0.0791978524	0.0840892572	-0.010590498700000001	-0.1692018576	-0.28211601140000003	-0.1458394441	0.0616020757	-0.2787402965	0.10619936320000001	0.0135719635	-0.09475807060000001	-0.1346346815	-0.1639882529	-0.1480350053	0.1279386736	-0.1448656874	0.0366357412	0.2695421689	0.1320495814	-0.013163824499999999	0.14022104230000002	-0.0583560272	-0.1422460147	0.1836511793	-0.1489680271	0.00668405	0.0008163000000000008	6.663456900000012e-07	4.467652440250001e-05	0.398771	0.011430999999999969	0.15901831044099998	0.0001306677609999993	0.020873	-0.0012115000000000008	0.000435682129	1.467732250000002e-06	-0.000439486	-0.000112988	1.2766288144000002e-08	1.93147944196e-07	-0.000852201	4.060999999999974e-06	7.26246544401e-07	1.6491720999999784e-11	0.000236591	-4.234700000000001e-05	5.5975301280999994e-08	1.7932684090000004e-09	0.0	0.0	0.0	0.0	0.0	0.0
8570.9037567526	-27.278810525749574	744.1335036997459	73460391.20751582	9997.53394940981	-21.856766908560534	477.7182596951466	99950685.06960171	6761.2176001339685	-13.427492173605971	45714063.43636134	180.29754607224962	6780.860796002918	11656.551268216159	0.7263159999999999	37.763752	0.02236947	0.0122205	0.15935210789999998	-0.1017936546	0.10793043849999999	0.0656212042	-0.17888691350000002	-0.2958755998	-0.1378783756	0.0552805085	-0.2528433594	0.2589231912	-0.0119247658	-0.1497085951	-0.2016763161	-0.29467711010000003	0.008301513100000001	-0.0648314997	-0.141260144	0.0362298805	0.2319451341	0.2838165406	0.027258925099999998	0.2166276109	-0.11827947529999999	-0.24960257859999999	0.0514184769	0.013332629399999999	0.00676172	7.766999999999929e-05	6.032628899999892e-09	4.57208573584e-05	0.394628	-0.004142999999999952	0.15573125838400004	1.7164448999999606e-05	0.0184024	-0.0024706	0.00033864832576	6.1038643600000004e-06	-0.000246809	0.000192677	3.7124426329000003e-08	6.091468248099999e-08	-0.0007428539999999999	0.00010934700000000009	5.518320653159998e-07	1.195676640900002e-08	0.000225051	-1.1540000000000015e-05	5.0647952601e-08	1.3317160000000035e-10	0.0	0.0	0.0	0.0	0.0	0.0
8573.06594774454	2.162190991941316	4.67506988563217	73497459.744377	10040.45549938397	42.921549974160364	1842.2594521843466	100810746.6351098	6766.785449393601	5.567849259632566	45789385.31812496	31.000945377990927	6788.147810645652	11373.044173334443	0.931322	48.42271	0.26153824	0.194146	0.2265918312	-0.19138828989999998	0.0635714503	0.1980823998	-0.0147891575	-0.21741063600000002	-0.0886037002	-0.1521330947	-0.1447689225	0.335994185	0.1522290415	-0.216080065	-0.160000027	-0.1240148123	0.24848579710000002	-0.0206036749	-0.0851227017	-0.1613066733	0.1147414492	0.3481972628	-0.141285464	0.17590232949999998	0.05903321440000001	-0.21214820539999998	-0.21808901600000002	0.0522067922	0.00732266	0.0005609400000000002	3.1465368360000023e-07	5.36213494756e-05	0.20592	-0.18870800000000004	0.0424030464	0.035610709264000014	0.055159300000000015	0.036756900000000016	0.003042548376490001	0.0013510696976100007	0.000320221	0.00056703	3.215230209000001e-07	1.0254148884099998e-07	-0.0008702599999999997	-0.00012740599999999972	7.573524675999994e-07	1.6232288835999928e-08	0.000209239	-1.5811999999999977e-05	4.3780959121e-08	2.5001934399999924e-10	0.0	0.0	0.0	0.0	0.0	0.0
8621.578698482555	48.512750738014795	2353.4869841687555	74331619.25412816	10098.92621479956	58.47071541558944	3418.8245612108485	101988310.69196576	6800.021900679646	33.23645128604494	46240297.84972282	1104.6616940896383	6823.722187454265	11165.861578397029	1.106992	57.556427	0.257683152	0.12532	0.3582102018	-0.1251525239	0.0037046928	0.2190514671	0.2748889898	-0.13055601390000002	0.11697384849999999	-0.38142580060000003	-0.09234443279999999	0.3083155857	0.34136734479999997	0.0905955947	0.028354697400000007	0.1301353753	0.1308423803	-0.3959895734	0.1351627908	-0.3838864983	0.0471413013	0.3181150946	-0.3246286231	-0.0969949711	-0.0059557143000000005	0.0024631269	-0.1863494516	0.4005855445000001	-0.000319047	-0.007641706999999999	5.8395685873849e-05	1.01790988209e-07	0.139427	-0.066493	0.019439888329	0.004421319048999999	0.135707	0.08054769999999999	0.018416389849	0.006487931975289998	0.00153148	0.001211259	1.4671483650810004e-06	2.3454309904e-06	-0.000200065	0.0006701949999999996	4.0026004225e-08	4.491613380249995e-07	3.06781e-05	-0.0001785609	9.4114581961e-10	3.188399500881e-08	0.0	0.0	0.0	0.0	0.0	0.0
8643.190350058985	21.61165157642972	467.06348386099734	74704739.42735276	10138.746808138743	39.82059333918369	1585.6796538846404	102794186.83954357	6821.364295046489	21.34239436684311	46531010.84573509	455.4977973098565	6845.8207634168775	11206.404354619612	1.518987	78.977524	0.4035122270000001	0.22259	0.3907790224	0.0210688967	-0.057685654	0.1445716398	0.4663140277	-0.0533252113	0.3054159796	-0.4314952674	0.016024111100000002	0.1724182393	-0.1915872038	0.2939551392	0.4663968865	-0.13866569539999998	-0.0387792568	0.3664937734000001	0.3282726892	-0.41288554549999995	-0.0521050283	0.1590883786	0.20049919989999998	-0.2147075646	-0.3058807605	0.4495834397	0.06732942809999999	-0.3615555767	0.0388224	0.039141447	0.0015320528732538092	0.00150717874176	0.204511	0.065084	0.041824749121	0.004235927056	0.14168	0.005973000000000006	0.0200732224	3.5676729000000064e-05	-0.00177705	-0.00330853	1.09463707609e-05	3.157906702500001e-06	-0.00267832	-0.002478255	7.173398022400002e-06	6.141747845025e-06	-4.88125e-05	-7.94906e-05	2.38266015625e-09	6.318755488360001e-09	1.0	0.0	0.0	0.0	0.0	0.0
