global_signal	global_signal_derivative1	global_signal_derivative1_power2	global_signal_power2	csf	csf_derivative1	csf_derivative1_power2	csf_power2	white_matter	white_matter_derivative1	white_matter_power2	white_matter_derivative1_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	a_comp_cor_20	a_comp_cor_21	a_comp_cor_22	a_comp_cor_23	trans_x	trans_x_derivative1	trans_x_derivative1_power2	trans_x_power2	trans_y	trans_y_derivative1	trans_y_power2	trans_y_derivative1_power2	trans_z	trans_z_derivative1	trans_z_power2	trans_z_derivative1_power2	rot_x	rot_x_derivative1	rot_x_derivative1_power2	rot_x_power2	rot_y	rot_y_derivative1	rot_y_power2	rot_y_derivative1_power2	rot_z	rot_z_derivative1	rot_z_power2	rot_z_derivative1_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05
8687.063500265149	43.8731502061637	1924.853309012602	75465072.25763898	10028.510011077517	-110.23679706122677	12152.15142631809	100571013.04228196	6808.24251986769	-13.121775178798998	46352166.20933436	172.18098384294552	6828.992991943896	12337.979741475163	2.112748	109.849274	0.860299175	0.588086	-0.025187487999999997	0.46491421310000003	0.038904674900000005	-0.4477028181	-0.015109973300000001	0.0562233841	0.3719071162	0.2437365367	0.060979137	0.026998773900000002	-0.3857483188000001	0.2603905011	-0.20371776719999998	-0.30219141899999996	0.416273499	-0.054743685599999994	0.3550303289	0.2753690955	-0.0587434684	0.0098857084	0.3897830825	-0.1112343037	-0.31703731539999996	-0.34500324509999997	-0.4028121151	0.1028389686	0.018101	-0.020721400000000004	0.00042937641796	0.000327646201	0.7643939999999999	0.5598829999999999	0.5842981872359999	0.3134689736889999	-0.0135472	-0.1552272	0.00018352662784	0.024095483619840003	-0.00360404	-0.00182699	3.3378924601000007e-06	1.29891043216e-05	-0.00217557	0.0005027500000000002	4.7331048249e-06	2.527575625000001e-07	0.000110799	0.0001596115	1.2276418400999998e-08	2.547583093225e-08	0.0	1.0	0.0	0.0	0.0	0.0
8696.785263883598	9.721763618448676	94.5126878529923	75634073.92610289	9985.727726723277	-42.78228435423989	1830.3238545670395	99714758.23225002	6785.022883984297	-23.219635883393487	46036535.53619058	539.1514905573747	6804.835855038829	12682.43295599612	1.4038469999999998	72.990974	0.5073767149999999	0.394729	-0.1468162786	0.4810914120000001	0.1115967263	-0.46476574509999996	-0.0086477634	0.2266605561	0.2269519416	0.46220318619999995	0.1794126168	0.2066273547	0.3577504252000001	-0.1633840808	0.5004728949	-0.0797518517	-0.20540276300000002	-0.1664543359	0.202603233	0.48076813770000004	-0.1620994323	0.2199929196	-0.3570338247	0.10757524449999999	-0.0431356138	0.43437522659999994	0.2168329396	0.2917863687	0.0147548	-0.003346199999999999	1.1197054439999993e-05	0.00021770412303999997	1.14949	0.385096	1.3213272600999997	0.148298929216	-0.0155815	-0.0020342999999999997	0.00024278314224999997	4.1383764899999976e-06	-0.00212071	0.0014833300000000002	2.2002678889000004e-06	4.4974109041e-06	-0.00147528	0.0007002899999999999	2.1764510784e-06	4.904060840999999e-07	-4.35853e-05	-0.0001543843	1.89967837609e-09	2.383451208649e-08	0.0	0.0	1.0	0.0	0.0	0.0
8663.86036132591	-32.924902557688256	1084.0492084332666	75062476.36055431	9970.283976701945	-15.44375002133165	238.5094147213814	99406562.57607956	6770.854138646833	-14.168745337463404	45844465.76683095	200.753344437891	6790.74222926322	12719.435154768204	1.343904	69.874367	0.69987324	0.553952	-0.141764807	0.1636203146	0.12620799119999998	-0.2316809774	-0.1264847503	0.0370228427	-0.0052180089	0.30861318260000004	0.08113887360000001	0.1924697895	-0.36541822079999997	-0.1022602703	0.0831416344	0.17237041390000002	-0.16816454390000002	-0.0484287017	-0.0204444219	0.3113096603	-0.068194027	0.1798430486	0.37286167670000003	0.0406836673	0.1614583518	0.1580062758	0.1396432457	0.0260903667	0.0184087	0.0036539000000000003	1.3350985209999997e-05	0.00033888023568999997	0.60912	-0.5403699999999999	0.3710271744	0.2919997368999999	-0.0311814	-0.015599900000000003	0.00097227970596	0.00024335688001000008	-0.00436699	-0.00224628	5.045773838400001e-06	1.90706016601e-05	-0.00196361	-0.0004883300000000001	3.855764232100002e-06	2.384661889000001e-07	2.67935e-05	7.03788e-05	7.178916422500001e-10	4.95317548944e-09	0.0	0.0	0.0	1.0	0.0	0.0
8619.130194498968	-44.73016682694106	2000.7878243659784	74289405.30972382	9971.825610342285	1.5416336403395692	2.3766342810266314	99437306.00307828	6754.6678236262915	-16.18631502054177	45625537.40753234	261.99679394421605	6774.5574379760865	12477.99087252018	1.061033	55.166878	0.400493255	0.33660300000000004	-0.12941968199999998	-0.0657749857	0.1285292791	-0.0265622957	-0.1137030138	0.18616812789999998	-0.1486814277	0.0967087843	0.1800367605	0.2416306235	-0.3141913345	0.0802075366	0.053244067400000004	0.2156931357	0.1064170612	-0.1879174607	-0.1558402546	0.0970205031	-0.17676198829999998	0.2186485407	0.3162414347	-0.11825188390000001	0.0799448238	0.1192260083	-0.1412048276	0.0790573795	0.0309596	0.0125509	0.00015752509081	0.00095849683216	0.274249	-0.33487100000000003	0.07521251400099999	0.11213858664100003	-0.0543504	-0.023169	0.00295396598016	0.0005368025609999999	-0.00463368	-0.00026669	7.11235561e-08	2.14709903424e-05	-0.00225498	-0.00029137	5.0849348004000005e-06	8.48964769e-08	-1.3193599999999997e-05	-3.99871e-05	1.7407108095999995e-10	1.5989681664100002e-09	0.0	0.0	0.0	0.0	0.0	0.0
8670.636125936731	51.50593143776314	2652.860973271557	75179930.82839912	9963.963739434803	-7.861870907481715	61.809014165907385	99280573.40077156	6768.643299905533	13.975476279241777	45814532.12135607	195.31393723164956	6787.12705391897	12615.807202608958	0.970156	50.441837	0.20756930500000007	0.15276199999999998	-0.19387644489999997	-0.0659445606	0.1568508975	0.08997304980000001	-0.0414038762	0.235308475	-0.1554087915	0.0017478802	0.2756577261	0.20305983730000002	0.014191463400000003	0.23238019969999998	-0.2352029546	0.1326943771	-0.19660284239999998	0.044056114800000004	-0.1618425541	0.015896926999999998	-0.2739947234	0.18427884649999998	-0.006077297099999999	-0.2544380745	0.026485341699999998	-0.19336261010000005	0.1592582239	-0.0873400204	0.0287591	-0.002200500000000001	4.842200250000005e-06	0.00082708583281	0.125033	-0.14921599999999996	0.015633251089000003	0.022265414655999988	-0.0315146	0.022835800000000003	0.0009931700131599998	0.0005214737616400001	-0.00419707	0.00043661000000000047	1.9062829210000037e-07	1.7615396584899994e-05	-0.00202525	0.00022973000000000004	4.1016375625000005e-06	5.2775872900000016e-08	-1.31937e-05	-1.0000000000021928e-10	1.7407371968999995e-10	1.0000000000043852e-20	0.0	0.0	0.0	0.0	0.0	0.0
8713.36803525375	42.731909317019024	1826.0160738779366	75922782.51778181	9968.201256704706	4.237517269903037	17.956552612726487	99365036.29416928	6789.623306363202	20.980006457668427	46098984.64231037	440.1606709638088	6808.383845820249	13013.60991023131	0.8946159999999999	46.514248	0.11639389499999996	0.0837933	-0.29427514190000004	-0.0380152144	0.1600697407	0.1385483697	-0.04993965400000002	0.2755622699	-0.1509540876	-0.0537522722	0.31987755170000004	0.014808416100000001	0.2105735304	0.2396243854	-0.18668824969999998	-0.252662987	-0.3347217948	0.07911571419999999	-0.15246240630000002	-0.0375009806	-0.3196389731	0.0016581953	-0.198520757	-0.1564365082	-0.24930991859999999	-0.23149149649999998	0.35182603409999996	-0.1152802075	0.0249956	-0.0037635	1.4163932249999993e-05	0.0006247800193600001	0.0440732	-0.08095980000000001	0.00194244695824	0.006554489216039999	-0.0374208	-0.005906200000000007	0.0014003162726400006	3.4883198440000093e-05	-0.00379203	0.00040503999999999963	1.6405740159999976e-07	1.43794915209e-05	-0.00207233	-4.707999999999969e-05	4.2945516288999986e-06	2.216526399999971e-09	4.99742e-05	6.31679e-05	2.4974206656399998e-09	3.990183590409999e-09	0.0	0.0	0.0	0.0	0.0	0.0
8708.335978446063	-5.032056807687695	25.32159571579608	75835115.51349814	9973.97266648859	5.771409783883428	33.30917089350535	99480130.7518615	6813.199228000519	23.575921637317148	46419683.72042687	555.824081048919	6832.54258447436	13190.109446489221	0.807304	41.974613	0.04152467999999999	0.0207728	-0.3315476843	-0.07820541889999999	0.152139477	0.2127907311	-0.0074872603000000005	0.2506793865	-0.1443377462	-0.0670644805	0.3345383273	-0.24567610739999998	0.1698884456	0.1538673416	-0.06686916650000001	-0.199415444	0.0041023181	-0.0329339977	-0.1466018416	-0.05158749519999999	-0.3274318912	-0.25973875739999996	-0.17271921850000002	-0.095334799	-0.18915838989999997	-0.126814911	0.023555518199999997	0.049824437	0.0246433	-0.00035229999999999984	1.2411528999999988e-07	0.00060729223489	0.0318304	-0.012242799999999998	0.00101317436416	0.00014988615183999995	-0.048019	-0.010598199999999995	0.002305824361	0.00011232184323999988	-0.00400836	-0.00021632999999999982	4.6798668899999924e-08	1.60669498896e-05	-0.00192639	0.0001459399999999998	3.7109784321e-06	2.129848359999994e-08	5.43318e-05	4.3576e-06	2.95194449124e-09	1.8988677760000004e-11	0.0	0.0	0.0	0.0	0.0	0.0
8667.013141140369	-41.32283730569361	1707.5768829928236	75117116.78869985	9987.718944845708	13.746278357119081	188.96016867140045	99754529.72122988	6817.01433486011	3.815106859590742	46471684.44168823	14.555040350096332	6835.8094362504735	12993.703385385516	0.7934529999999999	41.254448	0.06275675000000001	0.04281	-0.2864071722	-0.1386543205	0.1280398117	0.1599691621	-0.002108347	0.257166167	-0.1710239764	-0.07115971459999999	0.2589555941	-0.2716176745	0.0837392307	-0.112976249	0.049086852800000004	-0.1265939767	0.2376492896	0.06107667820000001	-0.1727957805	-0.0601125958	-0.2509905801	-0.2767596828	-0.092326003	0.11243865800000001	-0.0295371529	0.0148386748	-0.1768318575	-0.0226424496	0.0265915	0.0019482000000000008	3.7954832400000022e-06	0.0007071078722499999	0.07253719999999997	0.04070679999999997	0.005261645383839995	0.0016570435662399974	-0.0479616	5.739999999999912e-05	0.00230031507456	3.294759999999899e-09	-0.00415871	-0.00015035000000000048	2.2605122500000143e-08	1.7294868864100002e-05	-0.00214009	-0.00021369999999999983	4.5799852081e-06	4.5667689999999923e-08	9.11688e-05	3.6836999999999986e-05	8.311750093440001e-09	1.3569645689999996e-09	0.0	0.0	0.0	0.0	0.0	0.0
8610.602805424061	-56.4103357163076	3182.125975626529	74142480.67277671	9986.882949138875	-0.8359957068332733	0.6988888218436642	99737831.0398008	6806.677936184926	-10.336398675183773	46330864.52694668	106.84113757234086	6825.25181015484	12594.027661617192	0.8706709999999999	45.269264	0.12621081	0.0956778	-0.1827935437	-0.1920627486	0.1123061566	0.0713392604	-0.0553157221	0.2630908232	-0.1714834982	-0.0254037804	0.1889514982	-0.22632028399999998	-0.16306924609999998	-0.22739414600000002	0.08903147550000001	-0.17477249809999998	0.1696073695	-0.09735538810000001	-0.17937148949999998	-0.0097063305	-0.1842036602	-0.2285438432	0.1620819094	0.272546482	-0.0691748279	0.0536507945	-0.1104131994	0.0418539421	0.0273618	0.0007702999999999982	5.933620899999972e-07	0.00074866809924	0.162827	0.09028980000000003	0.026512631929	0.008152247984040005	-0.0475039	0.00045769999999999833	0.00225662051521	2.0948928999999846e-07	-0.00479951	-0.0006407999999999995	4.1062463999999937e-07	2.30352962401e-05	-0.00217083	-3.074000000000002e-05	4.7125028888999984e-06	9.449476000000012e-10	0.000113489	2.2320200000000007e-05	1.2879753120999999e-08	4.981913280400001e-10	0.0	0.0	0.0	0.0	0.0	0.0
8590.184646691672	-20.418158732389198	416.9012060210414	73791272.26425733	10007.650991898205	20.768042759329546	431.3116000533404	100153078.37564112	6799.026746215443	-7.651189969482402	46226764.69575296	58.54070794910813	6819.133823172069	12022.656850782483	0.98755	51.346252	0.08727121	0.0462463	-0.0327586158	-0.2257899441	0.10077590410000001	0.1586889766	0.0268950136	0.09602068679999999	-0.10028961900000001	-0.1182956962	0.1908129543	-0.0153431828	-0.1244602827	-0.4446657424	0.0124985631	0.2958328604	0.051585806399999996	0.1095621405	-0.10348883810000001	-0.11494492140000001	-0.19938090190000002	-0.020550501699999998	0.103571693	0.2739047904	0.46829029479999995	0.0902741819	-0.1061094393	-0.0128393838	0.0275426	0.00018080000000000182	3.268864000000065e-08	0.00075859481476	0.14721900000000002	-0.015607999999999985	0.021673433961000004	0.00024360966399999945	-0.00965292	0.03785098	9.31788645264e-05	0.0014326966869604	-0.004393	0.0004065099999999997	1.6525038009999973e-07	1.9298449e-05	-0.00229509	-0.00012426000000000017	5.2674381081e-06	1.5440547600000043e-08	-2.83696e-05	-0.0001418586	8.0483420416e-10	2.0123862393960004e-08	0.0	0.0	0.0	0.0	0.0	0.0
8612.622919171159	22.43827247948684	503.4760718636965	74177273.54783234	10074.417478499854	66.76648660164938	4457.763733128226	101493887.53110336	6816.590195301477	17.56344908603387	46465901.89068023	308.47474379770404	6839.46528167559	11479.909240632516	1.180379	61.372101	0.2146909	0.143312	0.20406776440000002	-0.1513251857	0.025400491600000002	0.1776781861	0.33475255719999997	-0.0235739278	0.1148005719	-0.3279102832	0.0804037549	-0.0489240961	-0.043878978799999996	-0.22142722039999999	0.0184052361	0.2650370786	0.09888413060000001	0.053222487699999994	0.12559723820000002	-0.3178846008	-0.1060870583	-0.047572475700000005	0.034396906899999996	0.17584415899999994	0.23336489289999998	0.0966207555	-0.118329079	-0.0753492783	0.0206683	-0.0068743	4.7256000490000004e-05	0.00042717862489	0.143368	-0.003851000000000021	0.020554383424	1.4830201000000164e-05	0.105638	0.11529092	0.011159387044	0.013291996234446402	-0.00265898	0.0017340200000000002	3.0068253604000006e-06	7.0701746404e-06	-0.00227449	2.0599999999999962e-05	5.1733047601e-06	4.243599999999983e-10	-4.72432e-05	-1.8873599999999995e-05	2.2319199462399995e-09	3.5621277695999977e-10	0.0	0.0	0.0	0.0	0.0	0.0
8670.481491656792	57.858572485632976	3347.614410075245	75177249.297163	10194.575825895156	120.15834739530146	14438.028448769952	103929376.26992588	6855.762682803436	39.17248750195904	47001481.96292017	1534.4837770911374	6879.569414780154	11443.523481509585	1.382183	71.864586	0.602457	0.435547	0.3096423352	0.2428481136	-0.1396735859	-0.1324479157	0.4838050092	-0.2005849579	0.41897452700000004	-0.2088141689	-0.1212828675	-0.2856735465	-0.209732888	-0.2255133634	-0.2159449907	-0.14401760449999998	-0.5329550545	-0.287487579	0.4275532911	-0.19757785760000002	0.1052413722	-0.2711327449	0.2106602339	0.2107230089	0.0654086326	-0.2429855541	0.5431864877	0.3084770055	0.00765111	-0.01301719	0.00016944723549610006	5.85394842321e-05	0.561235	0.417867	0.31498472522500004	0.17461282968900005	0.120395	0.01475699999999999	0.014494956025	0.00021776904899999976	-0.000509835	0.002149145	4.6188242310249985e-06	2.5993172722500005e-07	-0.00131156	0.00096293	1.7201896336e-06	9.272341849e-07	-7.14844e-05	-2.4241199999999998e-05	5.110019443359999e-09	5.8763577744e-10	0.0	0.0	0.0	0.0	1.0	0.0
8700.934740185356	30.453248528563567	927.4003459424588	75706265.3529644	10112.597484245482	-81.97834164967391	6720.448499630656	102264627.87836803	6833.1284888938635	-22.634193909572787	46691644.94573294	512.3067339361419	6855.783491829017	11982.83913930737	1.470638	76.463676	0.66790977	0.557299	0.081400023	0.4650112536	-0.0497364077	-0.4744214541	0.2558882654	-0.0411144487	0.4890217325	0.2414504543	0.0341478868	-0.1482848874	0.3715919321	-0.08096681139999999	-0.2967182075	0.2270027707	0.21484849260000002	0.3065156534	0.4786792031	0.2602552325	-0.0200748359	-0.1375058612	-0.3804818672	0.0472413505	0.23423080870000001	-0.169834483	-0.20728973809999998	-0.4437054036	0.0136096	0.005958490000000001	3.5503603080100014e-05	0.00018522121216000005	1.11402	0.5527850000000001	1.2410405604	0.305571256225	0.0711442	-0.049250800000000004	0.005061497193640001	0.00242564130064	0.000367759	0.000877594	7.70171228836e-07	1.35246682081e-07	-0.00149678	-0.00018522000000000005	2.2403503684e-06	3.430644840000002e-08	-0.00020698	-0.0001354956	4.28407204e-08	1.835905761936e-08	0.0	0.0	0.0	0.0	0.0	1.0
