global_signal	global_signal_derivative1	global_signal_derivative1_power2	global_signal_power2	csf	csf_derivative1	csf_power2	csf_derivative1_power2	white_matter	white_matter_derivative1	white_matter_derivative1_power2	white_matter_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	trans_x	trans_x_derivative1	trans_x_power2	trans_x_derivative1_power2	trans_y	trans_y_derivative1	trans_y_power2	trans_y_derivative1_power2	trans_z	trans_z_derivative1	trans_z_derivative1_power2	trans_z_power2	rot_x	rot_x_derivative1	rot_x_derivative1_power2	rot_x_power2	rot_y	rot_y_derivative1	rot_y_derivative1_power2	rot_y_power2	rot_z	rot_z_derivative1	rot_z_power2	rot_z_derivative1_power2	motion_outlier00	motion_outlier01	motion_outlier02
9348.972136644428	n/a	n/a	87403280.01175389	10213.947361364364	n/a	104324720.70072204	n/a	6901.564681671827	n/a	n/a	47631595.05529995	6897.7368749197485	15455.185275994554	n/a	n/a	n/a	n/a	-0.1030909275	0.5451178609	-0.580356122	0.052998051100000006	-0.331790327	-0.5454040131	0.0583798304	-0.0611013829	0.09513818710000001	-0.1315432826	0.2112354232	-0.0200048045	-0.546162182	0.0604973566	-0.050085308099999996	0.07037445219999999	-0.11533931119999999	0.2049353039	-0.0491688602	0.0	n/a	0.0	n/a	0.00752384	n/a	5.66081683456e-05	n/a	0.106687	n/a	n/a	0.011382115968999998	0.00036863	n/a	n/a	1.358880769e-07	-0.0	n/a	n/a	0.0	0.0	n/a	0.0	n/a	0.0	0.0	0.0
9285.638801105146	-63.333335539282416	4011.111390531333	86223087.9445894	10026.747227149684	-187.2001342146796	100535659.95715389	35043.890249994045	6900.741900660025	-0.8227810118023626	0.6769685933825196	47620238.77952493	6898.629540883433	15114.485532002558	0.8858829999999999	46.340794	0.028874709999999994	0.0227126	-0.0877410944	0.5040311788	-0.2526462728	-0.0411788559	-0.2880473722	-0.5384863189	0.0341212299	-0.09615808279999999	0.1800884291	-0.2758178756	0.21420659399999997	-0.32646674859999997	-0.5367559185	0.0280137351	-0.1141869178	0.0212497258	-0.3730302252	0.24129592760000002	0.3281245808	0.0	0.0	0.0	0.0	0.011298	0.00377416	0.000127644804	1.4244283705600002e-05	0.110083	0.0033959999999999962	1.1532815999999976e-05	0.012118266888999998	0.0008027209999999997	0.0004340909999999997	1.8843499628099976e-07	6.443610038409996e-07	-0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
9238.592927088755	-47.04587401639037	2213.3142619660753	85351599.27245438	9832.638626669486	-194.10860048019825	96680782.3626728	37678.148780381205	6867.816172431683	-32.92572822834154	1084.1035793666072	47166898.97831418	6863.2137749903	15128.06323755213	1.183979	61.934265	0.048761009533860006	0.0353785	-0.1064220127	0.48978143560000004	-0.1067735027	-0.0623970982	-0.5110676722999999	-0.4743898882	0.062771026	-0.061145757	-0.3487867604	0.4848364974	-0.40241225119999996	0.3580143212	-0.47560083369999995	0.06858526820000001	-0.0553557573	-0.131758776	0.5857483825	-0.4298025873	-0.2769919157	-9.53386e-09	-9.53386e-09	9.089448649960002e-17	9.089448649960002e-17	0.0142392	0.002941199999999998	0.00020275481664	8.650657439999988e-06	0.0958337	-0.01424929999999999	0.00020304255048999981	0.009184098055690001	0.00017131099999999995	-0.0006314099999999997	3.986785880999997e-07	2.9347458720999992e-08	-0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
8903.590567490708	-335.00235959804735	112226.58093625946	79273924.99350952	9266.799990724883	-565.8386359446031	85873582.06809871	320173.36192764906	6634.149340665763	-233.66683176592048	54600.188267522986	44011937.47425597	6634.121325881374	15070.82165659583	2.249168	117.654633	0.8038555004661398	0.61147	-0.18274598739999998	-0.11838185009999999	0.6760887415000001	-0.057985200599999995	-0.3909007921	0.2137224603	-0.2778001632	-0.8381472218000001	-0.2354619649	0.0285607981	0.1605583085	-0.0555348462	0.21544143010000005	-0.25514265070000003	-0.8499214335999999	-0.1965770566	0.1374082569	0.151542652	0.0361898701	-0.00498591	-0.0049859004661400004	2.48592985281e-05	2.4859203458255066e-05	-0.580252	-0.5944911999999999	0.336692383504	0.35341978687743997	-0.0436612	-0.13949489999999998	0.019458827126009992	0.00190630038544	0.00112916	0.000957849	9.17474706801e-07	1.2750023056e-06	-0.00022025	-0.00022025	4.85100625e-08	4.85100625e-08	0.000119571	0.000119571	1.4297224041e-08	1.4297224041e-08	1.0	0.0	0.0
9040.729809092269	137.13924160156054	18807.1715870512	81734795.48100953	9534.029998101503	267.23000737662005	90897728.00469936	71411.87684250841	6696.364109132356	62.21476846659334	3870.677415351817	44841292.28207597	6696.515814910551	15704.934460126544	1.543913	80.76255	0.92428504	0.599981	-0.2210446564	-0.191447587	0.3199354182	0.0999214538	-0.0765642475	0.0857523773	-0.2498720919	0.17868093510000002	0.2530352931	-0.1660890476	0.09030893109999999	0.2770974439	0.0868697181	-0.2555668967	0.1521443754	0.17199948969999998	-0.2152339782	0.0789720658	-0.2289535673	-0.0209045	-0.01591859	0.00043699812025	0.0002534015075881	-0.0232429	0.5570090999999999	0.0005402324004099999	0.31025913748281003	-0.187613	-0.14395180000000002	0.02072212072324001	0.035198637769	-0.00240985	-0.00353901	1.2524591780099996e-05	5.807377022499999e-06	-0.000780875	-0.000560625	3.1430039062500003e-07	6.09765765625e-07	7.1095e-05	-4.8476e-05	5.054499024999999e-09	2.3499225760000002e-09	0.0	1.0	0.0
9124.446389766576	83.71658067430691	7008.465879797735	83255521.91972429	9745.615778257445	211.5857801559414	94977026.89742044	44768.54236419837	6717.7130847394055	21.348975607049397	455.7787594703902	45127669.08887902	6720.277972700415	15901.653006998245	0.9196470000000002	48.107014	0.14596229999999996	0.0990765	-0.2699361049	-0.13352703	0.09123473119999999	0.2728484323	-0.0814257789	0.0372419097	-0.326058112	0.113392138	0.1052821935	0.09504854789999999	0.1470476147	0.2220125865	0.0349845969	-0.3330835596	0.10864488509999999	0.132290128	0.08402830789999999	0.1407646908	-0.1832519528	-0.0200101	0.0008944000000000002	0.00040040410201	7.999513600000002e-07	-0.014591299999999996	0.008651600000000002	0.00021290603568999996	7.485018256000004e-05	-0.221549	-0.033935999999999966	0.0011516520959999974	0.04908395940099999	-0.000581459	0.001828391	3.343013648881e-06	3.38094568681e-07	-0.000780875	0.0	0.0	6.09765765625e-07	0.00029231	0.000221215	8.54451361e-08	4.8936076225e-08	0.0	0.0	0.0
9150.891818540593	26.445428774017273	699.3607030416208	83738821.07463315	9803.102733738991	57.48695548154683	96100823.20824088	3304.750050537347	6716.189070912076	-1.5240138273293269	2.322618145890984	45107195.63623882	6717.486447192081	15936.39030526137	1.054348	55.15323299999999	0.13065225000000005	0.0633077	-0.3024836613	-0.0869678485	0.011178096799999999	0.3032780142	-0.0482861764	0.0247564933	-0.304838324	0.11169069150000001	0.1300573321	0.2019120305	-0.0741059621	-0.0179483096	0.0261036815	-0.2969512393	0.10759792539999999	0.1992468239	0.1282643018	-0.0833023423	0.0521461045	-0.007262949999999998	0.012747150000000002	5.275044270249997e-05	0.00016248983312250006	0.0303707	0.044962	0.00092237941849	0.0020215814439999997	-0.218462	0.0030869999999999786	9.529568999999867e-06	0.047725645444	-0.0012074000000000002	-0.0006259410000000003	3.918021354810002e-07	1.4578147600000004e-06	-0.000230909	0.0005499659999999999	3.0246260115600005e-07	5.3318966281e-08	7.1095e-05	-0.000221215	5.054499024999999e-09	4.8936076225e-08	0.0	0.0	0.0
9146.05301725264	-4.838801287953174	23.4139979042973	83650285.79439612	9803.59234525957	0.4896115205792739	96110422.87203205	0.2397194410839488	6706.854073052248	-9.334997859828038	87.14218504299403	44981891.55721753	6710.7318985194825	16032.532742552026	1.187699	62.128891	0.2368599	0.1346	-0.2866720128	-0.1335703531	0.0186409941	0.2863564373	0.0669100756	0.0567637902	-0.2662869233	0.1612086179	0.0163706277	-0.0083805187	-0.2409744274	-0.206908234	0.057238408	-0.2687067792	0.1562447109	-0.0430020437	-0.0529950312	-0.2321729523	0.2074213735	-0.0097016	-0.002438650000000003	9.412104256000004e-05	5.947013822500015e-06	-0.0607069	-0.09107760000000001	0.003685327707609999	0.008295129221760001	-0.14411400000000002	0.07434799999999997	0.005527625103999996	0.02076884499600001	-0.00248393	-0.00127653	1.6295288408999996e-06	6.1699082449e-06	-0.000334292	-0.00010338299999999997	1.0688044688999994e-08	1.1175114126400001e-07	7.1095e-05	0.0	5.054499024999999e-09	0.0	0.0	0.0	0.0
9146.615137068935	0.5621198162953078	0.3159786878718706	83660568.46565858	9852.495150034794	48.90280477522356	97071660.68145914	2391.484314883628	6713.567991204883	6.7139181526345055	45.076696960275136	45071995.17253076	6716.19132677121	16245.617883984081	0.956679	50.044155	0.14898549000000005	0.102315	-0.2613382909	-0.1564942845	-0.0341479207	0.4315404531	0.2107175118	0.0419379508	-0.30405416620000003	0.1569894308	0.083286472	-0.0692126961	-0.0871433094	0.0574791274	0.043162373	-0.30619320170000003	0.15783629470000002	0.07799979509999999	-0.06311225179999999	-0.0641653309	-0.07386528860000001	-0.007515909999999998	0.002185690000000003	5.648890312809997e-05	4.777240776100014e-06	-0.0649702	-0.0042633000000000115	0.00422112688804	1.8175726890000093e-05	-0.231909	-0.08779499999999997	0.0077079620249999965	0.053781784281	-0.0014075200000000006	0.0010764099999999994	1.1586584880999986e-06	1.981112550400002e-06	-0.00031587200000000003	1.8419999999999952e-05	3.3929639999999814e-10	9.977512038400002e-08	7.1095e-05	0.0	5.054499024999999e-09	0.0	0.0	0.0	0.0
9114.09723795705	-32.517899111884624	1057.4137626507063	83066768.46293633	9860.811759394841	8.316609360046641	97235608.55421956	69.1659912476154	6711.15668741853	-2.4113037863526188	5.814385950078477	45039624.08308246	6714.596181992895	15991.339442206434	1.021794	53.450329	0.28344857999999995	0.230965	-0.2347537636	-0.1835549096	0.0081749488	0.2758562377	0.29434484710000003	0.0485345377	-0.2367534776	-0.0289940927	-0.0027039056	-0.1565456629	-0.2769609221	-0.1719521932	0.0502039628	-0.24515014780000002	-0.0160384618	-0.0517037771	-0.19833519239999997	-0.2826382243	0.1117884459	-0.00603593	0.0014799799999999981	3.64324509649e-05	2.1903408003999937e-06	-0.291289	-0.2263188	0.08484928152099998	0.051220199233439984	-0.189439	0.042470000000000015	0.0018037009000000008	0.035887134721	-0.00166947	-0.0002619499999999993	6.861780249999963e-08	2.7871300809e-06	-0.000314226	1.6460000000000584e-06	2.7093160000001924e-12	9.873797907599998e-08	7.1095e-05	0.0	5.054499024999999e-09	0.0	0.0	0.0	0.0
9029.820929160562	-84.27630879648859	7102.496224361101	81537666.01270612	9845.054260824709	-15.757498570132155	96925093.39858276	248.298761187717	6664.954892459056	-46.20179495947377	2134.605857477256	44421623.71851391	6662.6808923114895	15080.204976512956	1.826798	95.560341	0.91180607	0.572706	0.2736613311	0.0385923571	-0.0072925536	-0.4548702603	0.0188934855	0.1552846977	0.32422990949999997	-0.1514079866	0.580069328	0.4997758929	-0.1290139977	-0.34122323060000004	0.1545009533	0.3311546557	-0.1383912776	0.6918261411	0.1938989286	-0.1516534755	0.4313580806	-0.00981091	-0.0037749800000000007	9.625395502810002e-05	1.4250474000400005e-05	-0.398095	-0.106806	0.158479629025	0.011407521636000005	0.18333	0.372769	0.13895672736099998	0.0336098889	-0.0100731	-0.008403630000000002	7.062099717690004e-05	0.00010146734361000004	-0.000235808	7.841799999999998e-05	6.149382723999995e-09	5.5605412863999996e-08	-1.59788e-05	-8.707379999999999e-05	2.5532204944e-10	7.58184664644e-09	0.0	0.0	1.0
9018.860875337636	-10.960053822926056	120.12277980143608	81339851.48869595	9792.555938831165	-52.49832199354386	95894151.81513752	2756.0738121378117	6683.807072887728	18.852180428672	355.40470691520363	44673276.987584025	6682.847068793531	14966.090087867413	1.2637040000000002	66.104744	0.36379896	0.207478	0.2729033809	-0.0606220885	0.0693198158	-0.29434684	0.053437884500000005	0.115659839	0.24279695280000002	-0.10308196730000001	-0.0075304777000000005	-0.3949213336	-0.3512722193	0.0704057683	0.1157184235	0.2423773867000001	-0.1051525298	-0.1595174214	-0.3568316236	-0.3198441502	-0.1056567307	-0.00467586	0.00513505	2.1863666739600007e-05	2.6368738502500007e-05	-0.488109	-0.09001400000000004	0.23825039588100005	0.008102520196000006	0.0775365	-0.1057935	0.01119226464225	0.006011908832249999	-0.0069626	0.0031105000000000013	9.675210250000008e-06	4.847779875999999e-05	-0.000235808	0.0	0.0	5.5605412863999996e-08	-0.000162607	-0.0001466282	2.6441036449000002e-08	2.149982903524e-08	0.0	0.0	0.0
9011.79088189354	-7.069993444096325	49.98480729956504	81212374.89897953	9810.840130378609	18.284191547443694	96252584.06384736	334.31166054361154	6688.028319780888	4.221246893159332	17.818925333007318	44729722.80619116	6686.903571698792	14910.410644613368	0.8370039999999999	43.783936	0.13908147	0.0812784	0.2908594707	-0.0433749437	0.0277483153	-0.1709298286	0.21818440670000008	0.1122656788	0.2574481284	-0.0017887932999999996	0.1377768962	-0.1553473061	-0.1986795141	0.1493872493	0.1116371793	0.2529474035	0.009945886999999999	0.08154250019999999	-0.17578631760000002	-0.1911146695	-0.19769769059999998	-0.009778630000000005	-0.005102770000000005	9.56216046769001e-05	2.6038261672900047e-05	-0.430842	0.05726700000000001	0.185624828964	0.0032795092890000013	0.092774	0.0152375	0.00023218140625000004	0.008607015075999999	-0.00808357	-0.0011209699999999998	1.2565737408999996e-06	6.53441039449e-05	-0.000320096	-8.428799999999996e-05	7.1044669439999936e-09	1.0246144921599996e-07	-0.000138381	2.4225999999999995e-05	1.9149301161e-08	5.868990759999998e-10	0.0	0.0	0.0
9009.388773308734	-2.4021085848053185	5.770125653195413	81169086.06862146	9879.493397311016	68.65326693240786	97604389.78751196	4713.271060492447	6688.208889194326	0.18056941343820654	0.03260531306941796	44732138.145498	6688.499040858314	14817.26990846647	0.7822600000000001	40.92025	0.06621385000000002	0.0501471	0.2996748309	-0.044005399699999996	0.0085188573	-0.2052157079	0.2865331404	0.1245268374	0.26033036	-0.0530481537	-0.009233558499999999	-0.19557003329999997	0.1495756604	0.2357399996	0.1238040891	0.259980321	-0.047367291900000004	-0.0789755624	-0.1831875338	0.155476485	-0.2494313863	-0.00979041	-1.1779999999994224e-05	9.58521279681e-05	1.3876839999986396e-10	-0.426199	0.004643000000000008	0.181645587601	2.155744900000008e-05	0.142226	0.049452	0.0024455003039999994	0.020228235076	-0.00817934	-9.577000000000024e-05	9.171892900000045e-09	6.69016028356e-05	-0.000357087	-3.6991e-05	1.368334081e-09	1.2751112556899998e-07	-2.90006e-05	0.00010938040000000001	8.4103480036e-10	1.196407190416e-08	0.0	0.0	0.0
9024.861181522172	15.47240821343803	239.39541592326458	81448119.34574577	9938.884871357206	59.391474046189614	98781432.48609316	3527.3471893792153	6688.9851090474585	0.7762198531327158	0.6025172603973749	44742521.78905864	6689.056541145616	14979.317273720242	0.8518819999999999	44.562187	0.1596134399999999	0.10925	0.2531727694	-0.0681426862	-0.0524548207	-0.23307134940000002	0.23416543399999998	0.11478740300000001	0.2288930623	0.026987263199999997	-0.162315069	-0.1077486994	-0.1189311782	0.09276768980000001	0.11522950900000001	0.23285454079999998	0.0386181084	-0.1936044607	-0.0449833234	-0.1396041723	-0.0794045773	-0.012824200000000004	-0.0030337900000000032	0.00016446010564000004	9.20388176410002e-06	-0.322681	0.10351800000000001	0.104123027761	0.010715976324	0.135243	-0.006982999999999989	4.8762288999999846e-05	0.018290669049	-0.008869129999999998	-0.0006897899999999973	4.758102440999964e-07	7.866146695689996e-05	-0.000521676	-0.00016458900000000006	2.708953892100001e-08	2.72145848976e-07	-9.61946e-05	-6.7194e-05	9.25340106916e-09	4.515033635999999e-09	0.0	0.0	0.0
9047.390038766313	22.528857244140447	507.54940872685984	81855266.51356791	9887.687765329283	-51.19710602792293	97766369.3446424	2621.143665634382	6702.516489499873	13.531380452414849	183.09825694799477	44923727.292017706	6701.422212463838	15138.719964924152	0.8268530000000001	43.252941	0.09392741999999993	0.0562168	0.2357678773	-0.08467583710000001	-0.0541800105	-0.08279745549999999	0.1810740637	0.087485798	0.17744541949999998	0.1403048308	-0.21031772280000002	-0.1000941233	0.0104053146	-0.0826957301	0.08684986230000001	0.1777527645	0.1439212812	-0.2116702687	0.0059161999	0.0180516698	0.0404887698	-0.0097633	0.0030609000000000035	9.532202689e-05	9.36910881000002e-06	-0.287707	0.034974000000000005	0.082775317849	0.0012231806760000005	0.0920384	-0.04320460000000001	0.0018666374611600008	0.008471067074560001	-0.0087795	8.96299999999968e-05	8.033536899999425e-09	7.707962025000001e-05	-0.000392129	0.00012954699999999998	1.6782425208999997e-08	1.5376515264100001e-07	-6.16132e-05	3.45814e-05	3.796186414239999e-09	1.19587322596e-09	0.0	0.0	0.0
9038.455522377842	-8.934516388470003	79.82558309583904	81693678.23000252	9845.71247144172	-41.97529388756266	96938054.07030304	1761.925296947255	6684.483556368292	-18.032933131581558	325.18667732809183	44682320.41535809	6685.688277908679	14976.293409200292	0.984181	51.482796	0.27726712499999995	0.177169	0.2274353539	-0.011470771000000001	-0.0586249055	-0.16376382779999998	0.10855237779999999	0.1215164342	0.1909776212	0.0275914475	0.0901698385	0.2085914523	0.4694202782	0.36961292619999997	0.118703546	0.1833886067	0.042781362999999996	0.2205393929	0.2067712894	0.460088341	-0.3678581797	-0.00970812	5.5179999999998425e-05	9.42475939344e-05	3.0448323999998264e-09	-0.156306	0.131401	0.024431565636	0.017266222800999997	0.209765	0.1177266	0.013859552347560004	0.044001355225	-0.00919611	-0.0004166099999999996	1.7356389209999963e-07	8.456843913210001e-05	-0.000366455	2.5674000000000002e-05	6.591542759999999e-10	1.34289267025e-07	5.77897e-05	0.0001194029	3.33964942609e-09	1.4257052528409996e-08	0.0	0.0	0.0
9065.282668373424	26.827145995581304	719.6957622682339	82179349.85751158	9817.517442754208	-28.195028687512607	96383648.73878312	794.9596426896588	6690.117830529637	5.6342741613452745	31.745045325202994	44757676.58637058	6690.337807110212	15266.242738357418	1.28222	67.073318	0.208580305	0.139216	0.1360628427	-0.1009179492	-0.035517640499999996	-0.0608157892	-0.0385406154	0.118646245	0.12124625439999999	0.22764287170000005	-0.40406920539999996	0.0956707976	0.1222717394	-0.4107871626	0.11731362050000001	0.1257806957	0.2060128396	-0.38126866579999996	0.2195741416	0.1691806586	0.4393470853	0.00651695	0.01622507	4.24706373025e-05	0.00026325289650490005	-0.134124	0.02218200000000001	0.017989247376000002	0.0004920411240000003	0.07508530000000001	-0.1346797	0.018138621592090003	0.005637802276090002	-0.00946302	-0.0002669100000000004	7.124094810000023e-08	8.954874752040002e-05	-0.000157101	0.000209354	4.3829097316000004e-08	2.4680724201000004e-08	-0.000175817	-0.0002336067	3.0911617489000015e-08	5.4572090284890005e-08	0.0	0.0	0.0
9091.236863350709	25.95419497728471	673.6202369189111	82650587.70554683	9855.066630463565	37.549187709357284	97122338.29087651	1409.941497632548	6705.6973719758835	15.579541446246367	242.72211167530838	44966377.24452427	6705.877940130188	15577.203879899587	1.1198	58.577084	0.24689384712000004	0.175931	0.0666906553	-0.1603692943	-0.048846169800000006	0.1045731339	0.09380975470000001	0.0993977677	0.0070234638	0.25038521129999997	-0.290855933	0.1468745625	0.3044639175	-0.1989958529	0.100757581	-0.0025382595	0.2527513071	-0.21899041660000002	0.2172249797	0.2739901101	0.16541583869999998	-6.94712e-06	-0.006523897119999999	4.82624762944e-11	4.256123363234429e-05	-0.16104000000000002	-0.026916000000000027	0.02593388160000001	0.0007244710560000013	-0.0968223	-0.17190760000000002	0.029552222937760005	0.009374557777290002	-0.008917039999999998	0.0005459800000000032	2.980941604000035e-07	7.951360236159995e-05	-4.797100000000001e-05	0.00010913	1.1909356900000002e-08	2.301216841000001e-09	0.0	0.000175817	0.0	3.0911617489000015e-08	0.0	0.0	0.0
